WORD,LastCell
A0A0A0HV09,Dethiomethyl
C1G411,Amidation
C1GN52,Acetylation (Protein N-term);Deamidation (NQ);Methylation(KR)
C1G065,Dehydration;Methylation(KR)
C1GHF6,Carbamidomethylation
C1GBC4,Carbamidomethylation
C1FYE6,Dehydration
C1G411,Dehydration
C1G1P4,Oxidation (M);Carbamidomethylation
C1G064,Michael addition with methylamine
C1GLD2,Amidation
C1G3L4,Formylation
A0A0A0HV09,2-amino-3-oxo-butanoic_acid;Carbamidomethylation
A0A0A0HV62,Deamidation (NQ);Dimethylation(KR);Methylation(KR);Carbamylation;Phosphorylation (STY);Carboxylation (E);Dehydration
C1G584,Acetylation (Protein N-term)
C1GFL2,Acetylation (N-term)
C1G3T9,O-Diisopropylphosphorylation
A0A0A0HWQ9,Carbamidomethylation
C1GBM4,Carboxylation (E)
C1G0P4,Amidation
C1G989,Dihydroxy;Phosphorylation (STY)
C1G391,Carbamidomethylation;Methylation(KR);Methylation(others);Deamidation (R);Dehydration;Biotinylation
C1GAY3,Carbamidomethylation
C1G8F8,Lysine oxidation to aminoadipic semialdehyde
C1GA17,Carbamylation;Carbamidomethylation
C1GB47,Monoglutamyl;Carbamidomethylation
C1GN84,Oxidation (M)
C1GJS2,Methylation(others)
C1GHL1,Pyro-glu from Q
C1FYR6,Dihydroxy;Methylation(KR)
C1GIX7,Methylation(others)
C1G3T6,Acetylation (K);Phosphorylation (STY)
C1G5F6,Biotinylation;Methylation(KR)
C1GG76,Acetylation (N-term);Carbamidomethylation;Methylation(KR);Deamidation (NQ);Dimethylation(KR)
C1GK98,Dehydration;Acetylation (K);Methylation(KR)
A0A0A0HUJ5,Methionine replacement by azido homoalanine
C1GGT8,Acetylation (N-term);Deamidation (NQ);Phosphorylation (STY)
C1G945,Oxidation (M)
C1G0N2,Dimethylation(KR)
C1GLJ7,Carbamidomethylation;Methylation(KR);Dehydration
C1GHS5,Lysine oxidation to aminoadipic semialdehyde
C1G2V1,Carbamidomethylation;Deamidation (NQ);Methylation(KR);Deamidation (R);Dehydration
C1GLX8,Ethylation
C1FZI7,Phosphorylation (STY);Acetylation (K);Dimethylation(KR)
C1G2J3,Deamidation (NQ);Carbamidomethylation;Dihydroxy
C1G065,Pyro-glu from Q;Carbamidomethylation;Methylation(KR)
C1G1P4,Methylation(KR)
C1GCI0,Carbamidomethylation;Deamidation (NQ)
C1GL73,Deamidation (NQ);Dehydration
C1GAG3,Pyro-glu from Q
C1G0D4,Pyro-glu from Q;Carbamidomethylation;Methylation(KR);Deamidation (NQ)
C1G9C0,HydroxymethylOP
C1GIX7,Methylation(C-term)
C1GM00,Amidation;Methylation(KR)
C1GAT8,N-Succinimidyl-2-morpholine acetate
C1G283,Carbamylation;Deamidation (NQ)
C1GHV2,Sodium adduct;Carbamidomethylation;Deamidation (NQ)
C1GHJ0,Methylglyoxal-derived hydroimidazolone
C1FYR6,Sulfation;Methylation(KR)
C1GHN2,Oxidation (M)
C1FYQ2,Deamidation (NQ)
C1GEN5,Deamidation (NQ);Acetylation (K);Dimethylation(KR);Methylation(KR);Amidation;Carbamidomethylation;Dehydration
C1GHS5,Dethiomethyl
C1G2J3,Amidation
C1GN84,Methylation(KR)
C1GKR7,Methylation(others)
C1GHJ0,Carboxymethyl
C1G5F6,Carbamylation;Carbamidomethylation;Methylation(KR)
A0A0A0HT80,N-Homocysteine thiolactone
C1GLX8,Sodium adduct
C1G9P8,Carbamidomethylation;Dehydration
C1G9X3,Carbamidomethylation;Methylation(KR)
C1G0D4,O-Diisopropylphosphorylation
C1G3Y8,Carboxylation (E)
C1GML7,Carboxymethyl
C1GLX7,Carbamidomethylation
C1GG81,Biotinylation;Methylation(KR)
C1GHS5,2-amino-3-oxo-butanoic_acid;Carbamidomethylation
C1GJB5,Carbamidomethylation
C1G6F6,Formylation
C1GAW6,Carboxymethyl;Carbamidomethylation
C1GI58,Carbamidomethylation
C1GN83,Biotinylation
"C1GHS5,""Naphthalene-2,3-dicarboxaldehyde"""
C1GLU6,Acetylation (N-term)
C1GAT8,Dehydration
C1G2J3,O-Pinacolylmethylphosphonylation
C1G1F2,Reduced 4-Hydroxynonenal
C1GMV8,Oxidation (M)
C1GCT8,2-amino-3-oxo-butanoic_acid
C1G9X3,Formylation (Protein N-term)
C1GLV8,Acetylation (N-term);Carboxylation (DKW)
C1GBS0,Carbamidomethylation
C1G065,Biotinylation;Carbamidomethylation
C1GC65,Carbamidomethylation;Deamidation (NQ);Dehydration
C1GBM4,Methylation(KR);Oxidation (HW);Dehydration
C1GBJ2,Methylation(others)
C1GHN2,Methylation(KR)
C1G653,Oxidation (M)
A0A0A0HT80,Dehydration;Methylation(KR)
C1GEJ7,Oxidation (M)
C1G0D4,Sulphone
C1GLM2,Deamidation (NQ);Acetylation (K);Methylation(KR);Oxidation (HW);Dehydration;Carbamidomethylation;Dihydroxy
A0A0A0HV09,2-OH-ethyl thio-Ser
C1GLI2,Oxidation (M);Dehydration
C1G065,Oxidation (M);Carbamidomethylation
C1GMV8,Dihydroxy
C1GLV8,Methylation(others)
C1G2V1,Carbamylation
C1G065,Deamidation (NQ);Methylation(KR);Carbamidomethylation;Dimethylation(KR);Sodium adduct
C1FZ00,Carbamidomethylation;Methylation(KR);5-dimethylaminonaphthalene-1-sulfonyl
C1FZL2,Carbamidomethylation
C1GKC9,Sulfation
C1G0E3,Methylation(KR);Deamidation (NQ)
C1GFG5,Carbamylation
C1GFA3,Arginine replacement by Nitropyrimidyl ornithine
C1GHD6,Phosphorylation (STY);Methylation(KR);Dimethylation(KR)
C1GN83,2-amino-3-oxo-butanoic_acid
C1G6U8,Oxidation (M)
C1GKQ6,Carbamidomethylation
C1FZK1,Carbamidomethylation
C1GMU5,Methylation(others)
C1G0E3,Sodium adduct
C1G5V6,Oxidation (M);Deamidation (NQ)
C1GIX7,Ethyl amino
C1GMV8,Methylation(KR);Dehydration;Deamidation (NQ);Dihydroxy
C1GC65,Oxidation (M)
C1G8S5,Carbamylation
"A0A0A0HV62,""Propionamide (K, X@N-term)"""
C1G5F6,Dihydroxy;Phosphorylation (STY)
C1GLI2,Dihydroxy
C1GII4,Michael addition with methylamine
A0A0A0HV09,Biotinylation
C1G0N2,Acetylation (N-term);Methylation(KR)
C1G942,Carbamidomethylation;Methylation(KR);Deamidation (NQ);Deamidation followed by a methylation;Deamidation (R);Oxidation (M);Replacement of 2 protons by nickel;Methylation(others)
C1G002,Acetylation (N-term);Carbamidomethylation;Sodium adduct
C1G653,Methylation(KR)
C1G0E5,Acetylation (N-term);Methylation(KR);Dimethylation(KR);Biotinylation
C1G0E5,Phosphorylation (STY);Sulfation;Dimethylation(KR)
C1GAC4,Methionine replacement by azido homoalanine
C1G371,Deamidation (NQ)
C1FZT8,Methylation(KR);Dehydration
C1GLI2,Methylation(KR);Carbamidomethylation;Phosphorylation (STY)
C1G0L9,Methylation(KR)
C1GGT8,Carboxylation (DKW)
C1G2J3,Lysine oxidation to aminoadipic semialdehyde
C1G5V6,Methylation(others)
C1FYR6,Pyro-glu from Q;Deamidation (NQ);Methylation(KR)
C1G065,Sulfation;Methylation(KR)
C1GA13,Carbamidomethylation;Deamidation (NQ);Amidation
C1GBZ4,Oxidation (M)
A0A0A0HUJ5,Dehydration;Methylation(KR);Oxidation (M)
C1G2J3,Acetylation (Protein N-term);Methylation(KR)
C1G3V2,Oxidation (M)
C1GC65,Methylation(KR);Deamidation (NQ)
C1G0E5,Carboxylation (DKW);Phosphorylation (STY)
C1G371,Amidation
C1G3T6,Crotonylation
C1GLX8,Deamidation (NQ);Sulfation;Methylation(KR);Dihydroxy
C1FYJ9,Dehydration;Carbamidomethylation;Acetylation (K);Methylation(KR)
C1G371,Dehydration;Methylation(KR)
C1GBZ4,Phosphorylation (STY);Acetylation (K);Methylation(KR);Dimethylation(KR);Oxidation (M);Sodium adduct
C1G391,Sulfation
A0A0A0HV38,Carbamidomethylation
C1GA20,Dihydroxy;Acetylation (K)
C1G9U1,Methylation(KR)
C1GC66,Deamidation (NQ)
C1GK98,Acetylation (K)
C1G712,Deamidation (NQ)
C1GLA5,Lysine oxidation to aminoadipic semialdehyde
C1G065,Dihydroxy;Acetylation (K)
C1GLI2,Carbamylation;Deamidation (NQ);Acetylation (K);Methylation(KR)
C1G2V1,Biotin polyethyleneoxide amine
C1G8H6,Methylation(others)
C1G9P8,Acetylation (N-term);Oxidation (HW);Deamidation (NQ);Acetylation (K);Methylation(KR)
C1FZL0,Carbamidomethylation
C1FYH3,Oxidation (M)
C1G002,Sulphone
C1GC65,Dihydroxy;Oxidation (M)
C1GEN5,Phosphorylation (STY);Deamidation (NQ);Methylation(KR)
C1GEN5,Beta-methylthiolation (ND)
C1GA36,Carbamidomethylation
C1FZ06,Pyro-glu from Q
C1GAA6,Deamidation (NQ)
C1GK98,Deamidation (R)
C1GHS5,Biotinylation
C1GBZ4,Methylation(KR);Biotinylation
C1G712,Sodium adduct;Methylation(KR)
A0A0A0HS69,Methylation(others)
C1GM00,Tyrosine oxidation to 2-aminotyrosine;Carbamidomethylation
C1G0D4,Replacement of 2 protons by calcium
C1G3T9,Deamidation (NQ);Methylation(KR)
C1GHE4,Pyro-glu from Q;Methylation(KR)
C1GJI0,Oxidation (M)
C1GCG8,2-amino-3-oxo-butanoic_acid
C1GIX7,2-amino-3-oxo-butanoic_acid
C1GEN5,Pyro-glu from Q
C1GMZ1,Oxidation (M)
C1G4N0,Sodium adduct
C1G1F2,Methionine replacement by azido homoalanine
C1GB47,Ubiquitin
C1G7L4,Pyro-glu from Q;Deamidation (NQ)
A0A0A0HWK8,4-hydroxynonenal (HNE)
C1G561,Acetylation (Protein N-term)
C1GIR0,Oxidation (M);Carbamidomethylation
C1GFL2,Deamidation (NQ)
A0A0A0HT80,Deamidation (NQ);Methylation(KR);Dimethylation(KR);Phosphorylation (STY)
C1G411,Dehydroalanine (Y)
C1G6U5,Carbamidomethylation
C1G0U1,Dehydration;Methylation(KR)
C1GMZ1,Phosphorylation (STY);Acetylation (K);Dihydroxy
C1GLI9,Dimethylation(KR)
C1G0E3,Deamidation (NQ);Carbamidomethylation;Methylation(KR)
A0A0A0HWS3,Phosphorylation (STY)
C1GA14,Methylation(others)
C1GCK9,Nucleophilic addtion to cytopiloyne
C1GD55,Oxidation (M)
C1GGI0,Ammonia-loss (N)
C1GJT8,Carbamidomethylation
C1GBU2,3-(carbamidomethylthio)propanoyl;Carbamidomethylation
C1G1T5,Deoxy
C1GAG3,Carbamylation;Deamidation (NQ);Phosphorylation (STY)
C1G5V6,Deamidation (NQ);Acetylation (K);Methylation(KR);Carboxylation (DKW);Formylation;Sodium adduct;Dihydroxy;Biotinylation
C1GG76,Deamidation (NQ);Acetylation (K);Methylation(KR);Dihydroxy
C1G3Y8,Oxidation (M);Deamidation (NQ);Methylation(KR)
C1GA14,Carboxylation (E);Acetylation (K)
C1GKF2,Oxidation (M)
A0A0A0HYV6,Acetylation (N-term);Carboxylation (DKW)
C1G9P8,Octanoyl
A0A0A0HVP8,Dehydration;Methylation(KR)
C1GBJ2,Biotinylation
C1G631,Pyro-glu from Q;Deamidation (NQ)
C1G3V5,Carbamidomethylation;Oxidation (M)
C1FZR2,Formylation;Methylation(KR)
C1GMZ1,Methylation(KR);Acetylation (K);Carbamylation
C1GB65,Dehydration;Methylation(KR)
C1GE98,Deamidation (NQ)
C1G413,Carbamidomethylation
C1GN52,Deamidation (NQ);Methylation(KR)
A0A0A0HV62,Sodium adduct;Acetylation (K);Methylation(KR)
C1GBM4,Acetaldehyde +26
C1G942,Phosphorylation (STY);Deamidation (NQ);Acetylation (K);Methylation(KR)
C1GAW6,Methylation(others)
C1GAT8,Acetylation (N-term);Dimethylation(KR)
A0A0A0HX63,Oxidation (M)
C1GA17,Deamidation (NQ);Carbamidomethylation;Methylation(KR)
C1G0D4,Deamidation (NQ);Oxidation (HW);Carbamidomethylation;Acetylation (K);Methylation(KR)
A0A0A0HYV6,Methylation(others)
C1G9P8,Replacement of proton by lithium
C1G0D4,Deamidation (R)
C1GLX8,Oxidation (M)
C1G371,Acetylation (Protein N-term);Deamidation (NQ);Methylation(KR)
C1G6F9,Methylation(KR)
C1GM00,Dehydration;Methylation(KR);Phosphorylation (STY)
C1G942,Methylation(KR);Deamidation (NQ);Acetylation (K);Phosphorylation (STY);Carbamidomethylation
A0A0A0HV62,Phosphorylation (STY);Methylation(KR);Deamidation (NQ);Carboxylation (DKW);Dehydration;Dihydroxy
C1GLI2,Sulfation;Carbamidomethylation
C1GLM2,Phosphorylation (STY);Deamidation (NQ);Sodium adduct;Oxidation (M)
C1GHV2,Pyro-glu from Q;Methylation(KR)
C1GCK9,Dehydration;Methylation(KR)
C1FZ57,Carbamidomethylation
C1GJD4,Oxidation (M)
C1G942,Sodium adduct
C1GLX8,Phosphorylation (STY);Acetylation (K)
C1GA21,Carbamidomethylation
C1GBJ2,2-amino-3-oxo-butanoic_acid
C1G885,Pyro-glu from Q
C1G1F2,Pyridoxal phosphate
C1G0D4,Amidation
C1GA14,Sulfation;Acetylation (K)
C1G810,Replacement of proton with ammonium ion
C1G9C0,Dehydration;Methylation(KR)
C1G4M5,Carbamidomethylation
C1GHS5,Replacement of proton by potassium
C1GLU6,Deamidation (NQ);Acetylation (K);Methylation(KR)
C1GKC9,Hexose (NSY)
A0A0A0HU09,2-amino-3-oxo-butanoic_acid;Carbamidomethylation
C1G9F5,2-amino-3-oxo-butanoic_acid
"C1G0D4,""2,3-dihydro-2,2-dimethyl-7-benzofuranol N-methyl carbamate"""
C1G1F2,Methylation(KR);Acetylation (K);Deamidation (NQ);Dehydration;Oxidation (M);Carbamidomethylation;Dihydroxy
C1GLV8,2-amino-3-oxo-butanoic_acid
C1G064,Biotinylation;Methylation(KR)
A0A0A0HS69,Deamidation (NQ);Methylation(KR);Carbamylation;Biotinylation
C1GAG4,Formylation;Deamidation (NQ)
C1G989,Acetylation (N-term);Acetylation (K);Phosphorylation (STY)
C1GA14,Formylation;Methylation(KR)
C1G675,Oxidation (M)
C1GAM9,Amidination of lysines or N-terminal amines with methyl acetimidate
C1GAG3,Dehydration;Acetylation (K);Methylation(KR)
C1GFG5,Acetylation (N-term);Sulfation;Deamidation (NQ);Acetylation (K);Phosphorylation (STY)
C1GMU5,2-amino-3-oxo-butanoic_acid
C1GLX8,Methylation(KR);Phosphorylation (STY)
C1G4N0,Deamidation (NQ);Carbamidomethylation;Acetylation (K);Methylation(KR)
C1GGT8,Carbamidomethylation;Methylation(KR);2-amino-3-oxo-butanoic_acid;Deamidation (NQ);Methylation(others)
C1GLU6,Sodium adduct;Methylation(KR)
C1GF71,Oxidation (M);Deamidation (NQ);Methylation(KR)
C1G388,Methylation(others)
C1GB47,Deamidation (NQ);Methylation(KR)
C1G989,Phosphorylation (STY);Acetylation (K);Dimethylation(KR);Methylation(KR);Deamidation (NQ);Carbamidomethylation
C1FZR3,Acetylation (N-term);Acetylation (K);Deamidation (NQ);Carboxylation (DKW);Carbamidomethylation;Dihydroxy
C1GG11,Acetylation (Protein N-term)
C1GBB1,Oxidation (M)
A0A0A0HS69,4-hydroxynonenal (HNE)
C1G3M0,Carbamidomethylation;Oxidation (M)
C1FYN4,Oxidation (M)
C1G3T9,Lysine oxidation to aminoadipic semialdehyde
C1GKU6,Oxidation (M)
C1GBT4,Oxidation (M)
C1G0D4,Deamidation followed by a methylation
C1GLI9,Acetylation (N-term);Methylation(KR);Dehydration
C1GMI6,Maleimide
C1GHV2,Deamidation (NQ);Hexose (NSY);Carbamidomethylation;Dimethylation(KR);Phosphorylation (STY)
C1G2J3,Pyro-glu from E
C1GG76,Nmethylmaleimide
C1G8H6,Biotinylation
C1G064,Carbamylation
A0A0A0HU84,Carbamidomethylation;Oxidation (M)
C1G6T3,Deamidation (NQ);Dehydration
C1GEV1,Oxidation (M)
C1GAA3,Carbamidomethylation
C1G233,Pyro-glu from Q
C1GJ38,Carbamidomethylation
C1GHF6,Amidation
C1G7M3,Carbamidomethylation
C1G172,Deamidation (R)
C1G5V6,2-amino-3-oxo-butanoic_acid
C1GCG8,Ubiquitin
C1G5M9,Acetylation (K);Carbamylation
C1G9X5,Carbamidomethylation
C1GC92,2-amino-3-oxo-butanoic_acid
C1G631,Carbamidomethylation
C1G5F6,Methionine replacement by azido homoalanine
C1GIX7,Sodium adduct;Acetylation (K)
C1GJS2,Phosphorylation to pyridyl thiol
A0A0A0HT80,O-Ethylphosphorylation
C1GJY9,Iminobiotinylation
C1GAA6,2-amino-3-oxo-butanoic_acid;Carbamidomethylation
C1G821,N-Succinimidyl-2-morpholine acetate
C1FZI7,Sodium adduct;Methylation(KR)
C1G1T5,Dehydration;Methylation(KR)
C1G4K1,Methylation(others)
C1G6S0,Carbamylation;Oxidation (M)
C1GA13,Formylation
C1G064,Crotonylation
A0A0A0HV62,Methylation(others);Carbamidomethylation
C1G0X4,Oxidation (HW)
C1G9P8,Acetylation (K)
C1GCK9,Acetylation (Protein N-term);Methylation(KR)
C1G9C0,Lysine oxidation to aminoadipic semialdehyde
C1GAG4,Dehydration;Deamidation (NQ)
A0A0A0HV62,Dethiomethyl
C1G3T6,Deamidation (NQ);Methylation(KR);Oxidation (M)
C1GM00,Dimethylation(KR)
C1GG76,Dethiomethyl
C1G0D4,Lysine oxidation to aminoadipic semialdehyde
C1G942,Deamidation (NQ);Methylation(KR);Phosphorylation (STY);Carboxylation (DKW)
C1GE98,Acetylation (Protein N-term)
C1GLV8,N-acetyl neuraminic acid
A0A0A0HS69,Carbamylation
C1GCI0,Amidation
C1GCI0,Dehydration
C1FZ57,Acetylation (N-term)
C1G9P8,Deamidation (NQ);Methylation(KR);Dimethylation(KR);Carbamylation
C1GM00,Dihydroxy;Deamidation (NQ)
C1G9P8,Deamidation (R)
C1G5E8,Deamidation (NQ)
C1G0G4,Carbamidomethylation;Methylation(KR);Methylation(others)
C1GLX8,Methylglyoxal-derived hydroimidazolone
C1G1G2,Dehydration
C1GII4,Formylation;Carbamidomethylation
C1G606,Pyro-glu from Q;Carbamidomethylation
C1GA14,2-amino-3-oxo-butanoic_acid
C1G4N0,Oxidation (M)
A0A0A0HWS3,Acetylation (N-term);Phosphorylation (STY)
C1GKC9,Ubiquitination
A0A0A0HUJ5,O-Ethylphosphorylation
C1G9P8,Dehydration;Deamidation (NQ);Methylation(KR)
C1GL73,Pyro-glu from Q;Carbamidomethylation
C1G3L4,Acetylation (Protein N-term);Methylation(KR)
C1GBJ2,Sodium adduct
C1GMV8,Methylation(others);Carbamidomethylation
C1G351,Carbamidomethylation
C1GAG4,Phosphorylation (STY);Deamidation (NQ);Methylation(KR)
C1GCT8,Oxidation (M)
C1GCV9,Oxidation (M)
C1G596,Carbamidomethylation
C1G5F6,Methylation(KR);Carbamidomethylation;Deamidation (NQ)
C1FYX6,Methylation(others)
C1GKG3,Acetylation (N-term);Deamidation (NQ);Methylation(KR)
C1G5J0,Dimethylation(KR)
C1GAT8,Carbamylation
C1GJ83,Pyro-glu from Q
C1G371,Pyro-glu from E
C1G3C4,Dimethylation(KR)
C1GBU2,Pyro-glu from Q;Carbamidomethylation
C1GLA5,Carbamylation
C1GHF6,Acetylation (Protein N-term);Deamidation (NQ)
C1G371,Methylation(KR);Amidation
A0A0A0HV09,3-(carbamidomethylthio)propanoyl
C1G0C5,Carbamidomethylation;Methylation(KR)
C1FYJ9,Lysine oxidation to aminoadipic semialdehyde
C1G4N0,Methylation(KR)
C1GCT8,Dihydroxy
C1GAM9,Acetylation (N-term);Methylation(KR);Deamidation (NQ);Carboxylation (DKW);Sodium adduct;Dihydroxy
C1G4R2,Deamidation (NQ)
C1GCF0,Oxidation (M)
"C1GBM4,""2,5-dimethypyrrole"""
C1GB65,Acetylation (N-term);Carbamidomethylation;Acetylation (K);Methylation(KR);Dimethylation(KR)
C1GN83,Oxidation (M)
C1GI70,Oxidation (M)
C1G1F2,Oxidation (M);Carbamidomethylation;Methylation(KR);Deamidation (NQ)
A0A0A0HV62,Formylation;Deamidation (NQ);Phosphorylation (STY)
C1G0E5,Deamidation (NQ);Carbamidomethylation;Methylation(KR);Dehydration
C1G1F2,Deamidation (NQ);Carbamidomethylation;Acetylation (K);Dimethylation(KR);Methylation(KR)
C1GMZ1,Amidation;Acetylation (K)
C1G887,Acetylation (Protein N-term)
C1GAG4,Lysine oxidation to aminoadipic semialdehyde
C1GCT8,Methylation(KR)
C1FZI7,Methylation(others)
C1GKM7,Oxidation (M)
C1G0N2,Methylation(others)
C1GAM9,Methylation(others)
C1G942,Oxidation (M);Carbamidomethylation
C1GBU2,Carbamidomethylation
C1GM00,Acetylation (N-term);Acetylation (K);Methylation(KR);Amidation;Deamidation (NQ);Sulphone;Phosphorylation (STY);Oxidation (M);Carbamidomethylation
C1G5V6,Sodium adduct;Acetylation (K)
C1G0X9,Oxidation (M)
C1G1F2,Ammonia-loss (N)
C1G3T6,Phosphorylation (STY);Acetylation (K);Dihydroxy
C1GCI0,Acetylation (Protein N-term);Deamidation (NQ)
C1GL34,Deamidation (NQ)
C1GM11,Sodium adduct
C1GF18,Oxidation (M)
C1GM00,O-Diisopropylphosphorylation
C1G1T5,Ammonia-loss (N)
C1G810,Methylation(KR);Carbamidomethylation;Phosphorylation (STY);Dehydration
A0A0A0HS69,Ethylation
C1G712,2-amino-3-oxo-butanoic_acid
C1G3T9,Pyro-glu from E
C1G810,Acetylation (N-term);Deamidation (NQ);Acetylation (K)
C1GEM8,Pyro-glu from Q
C1GLJ7,Dethiomethyl
C1G065,Ethanolation (KR)
A0A0A0HWT6,Oxidation (M)
C1GA17,Carboxymethyl
C1G0T1,Pyro-glu from Q
C1G712,Biotinylation;Phosphorylation (STY)
C1G1P4,Carbamidomethylation;Deamidation (NQ)
C1G6F6,Carbamylation
C1FZL0,Deamidation (NQ)
C1G0D4,Acetylation (N-term);Acetylation (K);Methylation(KR);Oxidation (M)
C1G3T6,Menadione hydroquinone derivative
C1G255,Pyro-glu from Q
C1G1F2,Sulfation;Methylation(KR)
C1GHJ0,Propargylamine
C1GLI9,Acetylation (K);Amidation
C1GH63,Methylation(KR)
C1GLI9,Biotinylation;Acetylation (K)
A0A0A0HS69,Methylation(KR);Deamidation (NQ);Dehydration
C1G391,Acetylation (N-term);Acetylation (K);Methylation(KR);Deamidation (NQ);Formylation;Carbamidomethylation
C1GBJ2,Acetylation (N-term);Methylation(KR);Carbamylation
A0A0A0HWK8,Deamidation (NQ);Methylation(KR)
C1GAG4,Carbamidomethylation;Methylation(KR);Oxidation (M);Dehydration;Biotinylation
C1GBT3,Carbamidomethylation;Deamidation (NQ)
C1GN84,Carbamidomethylation;Deamidation (NQ);Dehydration
C1G0D4,Carbamylation;Methylation(KR);Phosphorylation (STY)
C1G2V1,Dehydration;Methylation(KR)
C1G945,Carbamidomethylation
C1GJ98,Deamidation (NQ)
C1G064,Phosphorylation (STY);Methylation(KR);Amidation
A0A0A0HVP8,Lysine oxidation to aminoadipic semialdehyde;Carbamidomethylation
C1FZI7,Formylation;Methylation(KR)
C1G1T5,Dihydroxy;Deamidation (NQ);Acetylation (K)
C1FZI7,Deamidation (NQ);Sodium adduct
C1GHD6,Deamidation (NQ);Phosphorylation (STY)
C1GHJ0,Acetylation (N-term);Deamidation (NQ);Methylation(KR);Phosphorylation (STY);Dihydroxy
C1G3C4,Acetylation (N-term);Dehydration
C1GE52,Deamidation (NQ);Hexose (NSY);Methylation(KR);Carbamylation
C1G9P8,2-amino-3-oxo-butanoic_acid;Carbamidomethylation
C1GFA3,Amidation
C1GML7,Acetylation (N-term);Methylation(KR);Acetylation (K);Sodium adduct
C1GA14,Sodium adduct;Methylation(KR)
C1GCG8,Oxidation (M)
C1GIX7,Oxidation (M)
C1G0N2,Deamidation (NQ);Methylation(KR);Sodium adduct
C1G064,Methylation(KR);Phosphorylation (STY);Dehydration;Biotinylation
C1GFA3,Dehydration;Methylation(KR)
A0A0A0HV62,2-amino-3-oxo-butanoic_acid
C1GAG4,Acetylation (N-term);Carbamidomethylation;Acetylation (K);Dimethylation(KR);Dehydration
C1GLI9,Amidation
C1GE86,Methionine replacement by azido homoalanine
C1GIL5,Carbamidomethylation
A0A0A0HV62,Carbamylation;Carbamidomethylation;Methylation(KR)
C1GBJ2,Dehydration;Carbamidomethylation;Methylation(KR)
A0A0A0HWK8,Methionine replacement by azido homoalanine
C1GM00,Replacement of proton by lithium
C1GHN2,Carbamidomethylation
C1G3V2,Pyro-glu from Q
C1GCK9,Formylation (Protein N-term)
A0A0A0HQS4,Carbamidomethylation
A0A0A0HVP8,Oxidation (M);Methylation(KR)
C1G2V1,Pyro-glu from Q;Deamidation (NQ);Methylation(KR)
C1GIX7,Dihydroxy
C1GA17,Ammonia-loss (N)
C1GFA3,Carbamylation;Methylation(KR)
C1GFG5,Phosphorylation (STY);Carbamylation;Dehydration
C1GEN5,Formylation
C1G9D7,Dethiomethyl
"C1GM00,""Propionamide (K, X@N-term)"""
C1GAG3,Lysine oxidation to aminoadipic semialdehyde
C1FYW9,Acetylation (Protein N-term);Methylation(KR)
C1GL73,2-amino-3-oxo-butanoic_acid
C1GKR7,Oxidation (M)
C1GMV8,Carbamidomethylation;Methylation(KR)
C1GDK2,Amidination of lysines or N-terminal amines with methyl acetimidate
C1G1F2,Beta-methylthiolation (ND)
C1G9R9,Carbamylation
C1GBM4,Carbamylation;Methylation(KR)
C1FZ57,Deamidation (NQ)
C1G5F6,Oxidation (M);Methylation(KR);Amidation;Deamidation (NQ);Carbamidomethylation;Dehydration
C1GHS5,Dihydroxy
"C1G810,""Propionamide (K, X@N-term)"""
C1G653,Carbamidomethylation
C1FYW9,Carbamylation
C1GM03,Acetylation (Protein N-term);Carbamidomethylation
A0A0A0HVH2,Deamidation (R)
C1G0T1,Carbamidomethylation
C1GJI0,Pyro-glu from Q
C1G0P0,Methylation(others)
C1GEN5,Nucleophilic addtion to cytopiloyne
C1GLI2,Carbamidomethylation;Deamidation (NQ);Methylation(KR);Amidation
C1G3Y8,Amidination of lysines or N-terminal amines with methyl acetimidate
C1GJ83,Glycidamide adduct
C1G6S0,Carboxylation (E)
C1G5F6,Ammonia-loss (N)
C1GBJ2,Oxidation (M);Hexose (NSY);Carbamidomethylation
C1G025,Carbamidomethylation
C1G064,Deoxy
C1GKR7,Methylation(KR)
C1G002,Biotinylation
C1G8T9,Oxidation (M)
C1FYR6,Michael addition with methylamine
C1G0D4,Dehydration;Carbamidomethylation;Methylation(KR);Deamidation (NQ)
C1G065,Methionine replacement by azido homoalanine;Carbamidomethylation
C1G065,Formylation
C1GEN5,Carbamidomethylation;Methylation(KR);Deamidation (R);Dihydroxy
C1GLV8,Oxidation (M)
C1GE52,Carbamylation
C1G9C0,Carbamylation
C1GGT8,Deamidation (R)
A0A0A0HU84,Acetylation (K)
C1GMU5,Formation of five membered aromatic heterocycle
C1GFA3,Lysine oxidation to aminoadipic semialdehyde
C1GMI8,Carbamidomethylation
C1GBJ2,Dihydroxy
C1GEX7,Pyro-glu from Q;Oxidation (M)
C1GMU5,Oxidation (M)
"C1G3C4,""Propionamide (K, X@N-term)"""
C1G7C1,Carbamidomethylation;Oxidation (M)
A0A0A0HVE7,Carbamidomethylation
C1GA14,Deamidation (NQ);Methylation(KR);Amidation;Dihydroxy
C1GGZ4,Deamidation (R)
C1GK99,Diethylation
C1FZI7,2-amino-3-oxo-butanoic_acid
C1G1T5,Lysine oxidation to aminoadipic semialdehyde;Carbamidomethylation
C1GL41,Carbamidomethylation
C1G4D1,Deamidation (NQ)
A0A0A0HU84,Deamidation (NQ)
C1G9P8,Carbamylation;Phosphorylation (STY)
C1G1C8,Dehydration;Methylation(KR)
C1GDU8,Oxidation (M)
C1G0D4,Diethylation
