WORD,LastCell
A0A0A0HV62,Carbamidomethylation;Acetylation (K);Methylation(KR);Amidation;Ammonia-loss (N);Deamidation (NQ);Sodium adduct;Dihydroxy;Biotinylation
C1GLX8,Dehydration;Acetylation (K);Methylation(KR)
C1G5F6,Formylation
C1GM03,Acetylation (N-term);Methylation(KR);Amidation;Deamidation (NQ);Phosphorylation (STY);Hexose (NSY);Sodium adduct
C1FYR6,Acetylation (Protein N-term);Carboxylation (E);Deamidation (NQ);Phosphorylation (STY)
C1G9P8,Methylation(KR);Carboxylation (E);Carbamidomethylation
C1GDJ1,HydroxymethylOP
C1GEN5,Phosphorylation (STY);Methylation(KR);Sodium adduct
C1G283,Pyro-glu from Q;Methylation(KR)
C1GHV2,2-amino-3-oxo-butanoic_acid;Carbamidomethylation
A0A0A0HWK8,Dimethylation(KR)
C1GHJ0,Diethylation
A0A0A0HWK8,Methylation(KR);Carbamidomethylation;Dehydration
C1G821,Dehydration;Methylation(KR)
C1GCI0,Dehydration;Deamidation (NQ);Methylation(KR)
C1G810,Sodium adduct;Acetylation (K)
C1GBM4,Deamidation (NQ);Methylation(KR)
C1GLM2,2-amino-3-oxo-butanoic_acid;Carbamidomethylation
C1GEM8,Carbamylation;Phosphorylation (STY)
C1GJ98,Oxidation (M)
C1GBT3,Carbamidomethylation;Methylation(KR);2-amino-3-oxo-butanoic_acid;Deamidation (NQ);Methylation(others)
C1GAG3,Phosphorylation (STY);Formylation;Methylation(KR);Oxidation (M)
C1G2J3,Biotinylation;Deamidation (NQ)
C1GLM2,S-Ethylcystine from Serine
C1GHJ0,Sulfation
C1GBT0,Acetylation (N-term);Deamidation (NQ);Amidation;Dehydration
C1GAW1,Carbamidomethylation
C1GCY6,Carbamidomethylation
C1G3Y8,Deamidation (NQ);Acetylation (K);Methylation(KR)
C1G6E0,Carbamidomethylation
A0A0A0HUJ5,Menadione quinone derivative
C1GAY4,Oxidation (M)
C1GIW6,Dimethylation(KR)
C1GB47,Deamidation (NQ);Methylation(KR);Phosphorylation (STY);Dimethylation(KR);Carboxylation (DKW)
C1G1F2,Carboxylation (E);Acetylation (K)
C1FZ00,Dihydroxy
C1GMI8,Biotinylation
A0A0A0HT22,Carbamylation
C1G391,Carbamylation;Methylation(KR)
C1GLV8,Acetylation (N-term);Hexose (NSY);Deamidation (NQ);Methylation(KR);Phosphorylation (STY)
C1G1T5,Carboxylation (E);Acetylation (K)
"C1GLX8,""Naphthalene-2,3-dicarboxaldehyde"""
C1GCT8,Amidation
C1GMV8,Replacement of proton by potassium
C1G411,Deamidation (NQ);Carbamidomethylation;Carboxylation (DKW);Biotinylation
C1G3V2,Hexose (NSY);Methylation(KR)
C1GLE5,Carbamidomethylation;Deamidation (NQ);Dehydration
A0A0A0HT80,Phosphorylation (STY);Acetylation (K);Methylation(KR);Amidation;Dihydroxy
C1G1C8,Formylation
C1G064,Methylation(KR);Dihydroxy;Dehydration
A0A0A0HYV6,Carbamidomethylation
C1G1F2,Formylation;Methylation(KR)
C1FYJ7,Acetylation (N-term)
C1GA13,Deamidation (NQ);Carbamidomethylation
C1GMU5,Sulphone
C1GLM2,Biotinylation
A0A0A0HRQ4,Pyro-glu from Q;Carbamidomethylation
C1G3Y8,Oxidation (M);Carboxylation (E);Deamidation (NQ);Methylation(KR)
C1GFA3,Dehydration;Deamidation (NQ);Methylation(KR)
C1FZ57,Acetylation (N-term);Sulfation;Deamidation (NQ);Acetylation (K);Biotinylation
C1GA17,Methylation(others)
C1G3T6,Sodium adduct;Methylation(KR)
C1G3M0,Dihydroxy
C1G064,Dehydration;Deamidation (NQ);Acetylation (K);Methylation(KR)
C1G8H6,O-Diisopropylphosphorylation
C1GAT8,Phosphorylation (STY);Carbamidomethylation;Acetylation (K)
A0A0A0HWS3,Carbamylation
A0A0A0HS69,Acetylation (N-term);Acetylation (K);Methylation(KR);Deamidation (NQ);Carboxylation (DKW);Phosphorylation (STY);Biotinylation
C1GA20,Carbamylation;Methylation(KR)
C1G0E5,Phosphorylation (STY);Acetylation (K);Sodium adduct
C1G5F6,Methylation(others)
C1GM00,Dihydroxy
C1GHJ0,Hexose (NSY)
C1GGT8,Phosphorylation (STY)
C1GI69,Carbamidomethylation
C1GG76,Pyro-glu from Q;Deamidation (NQ);Methylation(KR);Oxidation (M)
C1GLX8,Hexose (NSY);Methylation(KR)
C1FYJ6,Oxidation (M)
C1G1C8,Oxidation (M);Dimethylation(KR)
C1GFG5,Acetylation (N-term);Deamidation (NQ);Methylation(KR);Phosphorylation (STY);Carboxylation (DKW)
C1GEN5,Bis(hydroxphenylglyoxal) arginine
C1G5F6,S-Ethylcystine from Serine
C1G064,MDA adduct +54
C1GJI7,Oxidation (M)
C1GEM8,Acetylation (K);Carbamylation
C1G9U8,Pyro-glu from Q;Carbamidomethylation;Methylation(KR)
C1FYJ6,Methylation(KR)
C1G8S5,Methylation(others)
C1FYR6,Propionaldehyde +40
C1G810,Phosphorylation (STY);Methylation(KR)
C1FYR6,Persulfide
C1GAK2,Carbamidomethylation
C1GHE4,Pyro-glu from Q;Methylation(KR)
C1GHJ0,Levuglandinyl-lysine anhydrolactam adduct
C1G065,Phosphorylation (STY);Deamidation (NQ);Methylation(KR);Oxidation (M);Dihydroxy
C1GBT0,Methylation(others)
C1G6U5,Acetylation (N-term);Phosphorylation (STY);Dihydroxy
C1G435,Carbamidomethylation
A0A0A0HWK8,Phosphorylation (STY);Acetylation (K);Methylation(KR);Dehydration
C1GBG1,Oxidation (M)
C1GMZ1,Sodium adduct;Methylation(KR)
C1FZI7,Carbamidomethylation;Acetylation (K);Methylation(KR);Menadione quinone derivative;Carbamylation;Carboxylation (DKW)
C1GB47,Phosphorylation (STY);Carbamidomethylation;Methylation(KR);Carboxylation (DKW)
C1G3D9,Oxidation (M)
C1G4M5,Deamidation (NQ);Acetylation (K);Dimethylation(KR);Dihydroxy
C1GKC9,Carbamylation;Carbamidomethylation;Methylation(KR)
C1GHM0,Biotinylation
C1G1F2,Ethylation
C1GFU1,Oxidation (M)
C1GGZ4,Oxidation (M);Carbamidomethylation
C1G8H6,Amidation
C1GBP4,Oxidation (M)
C1G6T3,Carboxylation (DKW)
C1GEN5,Ammonia-loss (N)
C1FZ88,Carbamidomethylation
C1GML7,Carbamidomethylation;Formation of five membered aromatic heterocycle
C1GEN5,Carboxylation (E)
C1FZI7,Dehydration;Deamidation (NQ);Oxidation (M)
C1GID7,Oxidation (M)
C1G942,Pyro-glu from E
C1G2V1,2-amino-3-oxo-butanoic_acid;Carbamidomethylation
C1G1F2,Guanidination;Carbamidomethylation;Methylation(KR)
C1GLV8,Dethiomethyl
C1G561,Acetylation (Protein N-term);Oxidation (M)
C1GAM9,Acetylation (N-term);Acetylation (K);Methylation(KR);Deamidation (NQ);Carbamylation;Phosphorylation (STY)
C1GBT0,Biotinylation
C1GAW6,Dehydration
C1GBN3,Deamidation (R)
C1GAG4,Phosphorylation (STY);Carbamidomethylation;Acetylation (K);Methylation(KR);Carboxylation (DKW)
C1FZT8,Acetylation (N-term);Oxidation (HW);Phosphorylation (STY)
C1G0P0,Carbamidomethylation
C1GAM5,Pyro-glu from Q;Carbamidomethylation
C1G064,Dethiomethyl
C1FYX6,Acetylation (N-term);Hexose (NSY);Sulphone;Phosphorylation (STY);Dehydration
C1GMV8,Methylation(KR);Sulfation;Carbamidomethylation;Deamidation (NQ);Dehydration
C1G0D4,Oxidation or Hydroxylation;Carbamidomethylation
C1GLI2,Acetylation (N-term);Acetylation (K);Dihydroxy;Dehydration;Oxidation (M)
C1GG76,Formylation
C1GKW0,Carbamidomethylation
C1GE52,Acetylation (N-term);Sodium adduct;Dehydration
C1GLI2,Methylation(KR);Phosphorylation (STY);Carbamidomethylation;Deamidation (NQ);Dehydration
C1FZG1,Oxidation (M)
C1GM00,Methylation(others);Carbamidomethylation
C1G712,Dehydration;Methylation(KR);Phosphorylation (STY)
C1GHS5,Tryptophan oxidation to oxolactone
C1G391,Ethylation
C1G821,Methylation(KR);Dehydration
C1GM03,Oxidation (M)
C1G6E0,2-amino-3-oxo-butanoic_acid;Carbamidomethylation
C1GHS5,Carbamidomethylation;Dehydration;Methylation(KR);Methylation(others)
C1GK89,Oxidation (M)
C1GMV8,Dehydration;Methylation(KR)
C1G810,Carboxylation (DKW)
C1G631,Myristoylation
C1GG76,Deamidation (R)
C1FZ00,Carbamidomethylation;Methylation(KR)
C1G2V1,Methylation(KR);Deamidation (NQ);Carbamidomethylation
C1G6T3,Dimethylation(KR)
C1G2V1,Sodium adduct
C1GM03,Methylation(KR)
A0A0A0HV62,Amidation;Methylation(KR)
C1GLI9,Carboxylation (E);Phosphorylation (STY)
C1G0X4,Deamidation (NQ);Acetylation (K);Methylation(KR)
C1G6I9,Oxidation (M)
C1GFG5,Sodium adduct
C1GK89,Methylation(KR)
C1GLA5,Methylation(others)
C1G1T5,Sodium adduct;Acetylation (K);Methylation(KR);Phosphorylation (STY)
C1GM00,Pyro-glu from Q;Deamidation (NQ);Methylation(KR)
C1G002,Phosphorylation (STY);Hexose (NSY);Dihydroxy
C1G0D4,Replacement of 2 protons by nickel
C1G942,Sulfation
C1GK99,Dehydration;Methylation(KR)
C1GII4,Methylation(others)
C1G1T5,Phosphorylation (STY);Acetylation (K);Methylation(KR);Deamidation (NQ);Carbamidomethylation;Sodium adduct;Biotinylation
C1G283,Amidination of lysines or N-terminal amines with methyl acetimidate
C1G0D4,Carbamylation;Deamidation (NQ);Methylation(KR);Phosphorylation (STY)
C1FZI7,Acetylation (K);Phosphorylation (STY)
C1GHV7,Pyro-glu from Q
C1GEM8,Acetylation (N-term);HexNAcylation (N);Acetylation (K);Oxidation (M)
C1GJS2,Oxidation (M);Acetylation (K);Sodium adduct
C1G712,Pyro-glu from E;Methylation(KR)
C1G064,2-amino-3-oxo-butanoic_acid
C1GKU3,Acetylation (Protein N-term)
C1GG76,Lysine oxidation to aminoadipic semialdehyde
C1G002,Deamidation (R)
A0A0A0HW75,Carbamidomethylation
C1FZ57,Glycidamide adduct
C1G1T5,Carbamylation;Acetylation (K);Methylation(KR);Phosphorylation (STY)
C1G0X4,Oxidation (M);Methylation(KR)
C1G1C8,Phosphorylation (STY);Hexose (NSY);Acetylation (K);Methylation(KR);Dimethylation(KR)
C1FZT8,Amidation
C1GE59,Oxidation (M)
C1GHS5,N-acetyl neuraminic acid
A0A0A0HS69,2-amino-3-oxo-butanoic_acid
C1G283,Phosphorylation (STY);Methylation(KR);Dehydration
C1G0X4,Methylation(KR)
C1G194,Carbamidomethylation
C1GBM4,Methylation(KR);Dehydration
C1GLU6,Lysine oxidation to aminoadipic semialdehyde
A0A0A0HUJ5,glycosylphosphatidylinositol
C1FYW9,Methylation(others)
C1G4M5,Ethanolation (KR)
C1G065,Carbamidomethylation;Amidation;Methylation(KR);Oxidation (M)
C1GMV8,Acetylation (N-term);Methylation(KR);Sodium adduct
C1GD52,Oxidation (M)
C1G9D5,2-amino-3-oxo-butanoic_acid
C1GAT8,2-amino-3-oxo-butanoic_acid
C1GBM4,Dehydration;Deamidation (NQ)
C1GLD8,Oxidation (M)
C1GEX7,Aminoethylbenzenesulfonylation
C1G3Y8,Acetylation (N-term);Methylation(KR);Dimethylation(KR);Deamidation (NQ);Phosphorylation (STY);Oxidation (M);Sodium adduct
A0A0A0HWS3,Dihydroxy;Acetylation (K);Methylation(KR);Phosphorylation (STY)
C1G002,Lysine oxidation to aminoadipic semialdehyde
C1G989,Biotinylation;Carbamidomethylation;Acetylation (K);Deamidation (NQ)
C1G1T5,Acetylation (N-term);Acetylation (K);Methylation(KR);Deamidation (NQ);Carboxylation (DKW);Phosphorylation (STY);Carbamidomethylation;Dehydration
C1GGT8,Dehydration;Acetylation (K);Methylation(KR)
C1G0P0,Deamidation (NQ)
C1G064,Sodium adduct;Methylation(KR);Phosphorylation (STY)
C1G712,Methylation(KR);Phosphorylation (STY);Acetylation (K);Amidation;Dehydration
C1G3T6,Dihydroxy
C1GCT8,Oxidation (HW)
C1GKQ4,Carbamidomethylation
C1G002,Carbamidomethylation;Methylation(KR);Carbamylation;Methylation(others);Biotinylation
C1GJB5,Acetylation (Protein N-term)
C1G371,Carbamylation
C1G391,N-acetyl neuraminic acid;Carbamidomethylation
A0A0A0HS69,Sodium adduct;Methylation(KR)
C1GLI9,N-Succinimidyl-2-morpholine acetate
C1G172,Methylation(others)
C1G9U1,Pyro-glu from Q
C1GEN5,Proline oxidation to pyroglutamic acid
C1GFG5,Phosphorylation (STY);Methylation(KR);Amidation;Dehydration
C1G766,Phosphorylation (STY);Methylation(KR)
C1G9C0,Tryptophan oxidation to oxolactone
C1G635,Carbamidomethylation
C1G0E5,Acetylation (N-term);Methylation(KR);Amidation;Deamidation (NQ);Carboxylation (DKW);Dehydration;Dihydroxy;Biotinylation
C1G4M5,Formylation;Deamidation (NQ);Carbamidomethylation;Methylation(KR)
A0A0A0HUJ5,Carbamidomethylation;Deamidation (NQ);Methylation(KR)
C1GMZ1,Carboxylation (DKW)
C1GBZ4,Pyro-glu from Q
C1GLA5,Phosphorylation (STY);Acetylation (K);Methylation(KR);Dihydroxy
C1G712,3-sulfanylpropanoyl
C1G4P8,Methylation(KR);Acetylation (K)
C1GAT8,Sodium adduct
C1GHS5,Methionine replacement by azido homoalanine
C1FYX6,Biotinylation
C1GA32,Methylation(others);Carbamidomethylation
C1G1Y7,Carbamidomethylation
C1G0X4,Carbamidomethylation;Ammonia-loss (N);Methylation(KR)
"C1G0E5,""Propionamide (K, X@N-term)"""
C1G3T9,Carbamylation;Acetylation (K)
C1GJS2,Methylation(KR)
C1GE52,Biotinylation
A0A0A0HWY2,Oxidation (M)
C1G0D4,Fluorescein-5-thiosemicarbazide;Carbamidomethylation
C1G065,Acetylation (N-term);Acetylation (K);Methylation(KR);Dimethylation(KR);Deamidation (NQ);Carbamylation;Oxidation (M);Formylation;Dehydration
C1GN78,Methylation(KR)
C1G989,glycosylphosphatidylinositol
C1FZ57,Dehydration;Deamidation (NQ);Methylation(KR)
A0A0A0HWK8,Oxidation (M)
C1GCK9,Carbamylation;Methylation(KR)
C1G1L3,Pyro-glu from Q
C1GK99,Carbamylation;Methylation(KR)
C1G9U1,Carbamidomethylation
A0A0A0HWY2,Methylation(KR)
C1GLX8,Beta-methylthiolation (ND)
C1GDJ1,Dehydration;Carbamidomethylation;Acetylation (K);Methylation(KR);Phosphorylation (STY)
C1G3D9,Acetylation (N-term)
C1G159,Pyro-glu from Q
C1G9T0,Methylation(KR)
C1G4M5,Methylation(KR);Carbamidomethylation;Phosphorylation (STY)
C1G3Y8,Amidation
C1GGT8,Carbamylation;Deamidation (NQ);Methylation(KR)
C1G0E5,Deamidation (NQ);Methylation(KR);Dehydration
C1GHJ0,Formylation
A0A0A0HW80,Carbamidomethylation
C1GEN5,Methylpyrroline
C1G5V6,Dihydroxy
C1GAG3,Carbamidomethylation;Acetylation (N-term);Methylation(KR);Guanidination
C1G9D7,Piperidination
C1GLV8,Phosphorylation (STY);Deamidation (NQ);Acetylation (K)
C1GAG4,2-amino-3-oxo-butanoic_acid
C1G821,2-amino-3-oxo-butanoic_acid
C1GLM2,Dihydroxy;Deamidation (NQ)
A0A0A0HUJ5,Acetylation (N-term);Sulfation;Acetylation (K);Methylation(KR);Deamidation (NQ);Phosphorylation (STY);Formylation;Carbamidomethylation;Dehydration
C1G942,Dihydroxy;Methylation(KR)
C1G5J0,Deamidation (NQ)
C1GA32,Carbamidomethylation
C1GBM4,Dethiomethyl
C1GLI2,Deoxy;Carbamidomethylation
C1G0D4,Ethylation
C1GIW6,Methylation(KR)
C1G064,Phosphorylation (STY);Acetylation (K);Methylation(KR)
C1GM00,Phosphorylation (STY);Hexose (NSY);Deamidation (NQ);Carbamidomethylation;Methylation(KR)
A0A0A0HUJ5,Guanidination
C1GGQ1,Carbamidomethylation
C1G3Y8,Lysine oxidation to aminoadipic semialdehyde
C1G3C4,Dehydration
C1G1T5,Carbamidomethylation;Methylation(KR);Amidation;Ammonia-loss (N);Acetylation (N-term);Phosphorylation (STY);Dehydration
C1G002,Dihydroxy;Phosphorylation (STY);Oxidation (M)
C1GB65,Methylation(KR);Dimethylation(KR);Dehydration
A0A0A0HVH2,Methylation(others)
C1GA13,2-amino-3-oxo-butanoic_acid
C1GG28,Carbamidomethylation
C1G4M5,Methylation(others);Carbamidomethylation
C1GFG5,Carboxylation (DKW);Acetylation (K)
"A0A0A0HUJ5,""Propionamide (K, X@N-term)"""
C1GM00,Acetylation (Protein N-term);Methylation(KR)
A0A0A0HS69,Phosphorylation (STY)
C1GJS2,Dihydroxy;Methylation(KR)
A0A0A0HWK8,Carbamidomethylation;Ammonia-loss (N)
C1GA81,Oxidation (M)
C1GAG3,2-amino-3-oxo-butanoic_acid
C1G248,Carbamidomethylation
C1GAG4,Sodium adduct
C1G635,Deamidation (NQ)
C1G1F2,Acetylation (N-term);Methylation(KR);Carbamylation;Phosphorylation (STY);Oxidation (M);Carbamidomethylation
C1G3T6,Pyro-glu from Q
C1GCT8,Iodination
A0A0A0HWS3,Glyoxal-derived hydroimiadazolone
C1G1T5,Acetylation (K);Methylation(KR);Phosphorylation (STY)
A0A0A0HUJ5,Acetylation (K)
C1GKC9,Dimethylation(KR);Phosphorylation (STY)
C1G1T5,Phosphorylation to amine thiol
C1GFA3,2-amino-3-oxo-butanoic_acid
C1G3V5,Carbamidomethylation
A0A0A0HUJ5,Deamidation (NQ)
C1G0D4,Methionine replacement by azido homoalanine
C1GLA5,Carboxymethyl
C1GJT8,Carbamylation
C1GA97,Deamidation (NQ)
C1GHE4,O-Diethylphosphorylation
C1GGT8,Carbamidomethylation;Deamidation (NQ);Methylation(KR);Methylation(others)
C1G9R9,Oxidation (M);Carbamidomethylation
C1G371,Acetylation (N-term);Biotinylation
C1G9X3,Carbamidomethylation;Deamidation (NQ);Methylation(KR)
C1FYR6,2-amino-3-oxo-butanoic_acid
A0A0A0HV62,Oxidation (HW);Methylation(KR)
C1GAF5,Acetylation (TSCYH)
C1FZ57,Carbamylation
C1G0X4,Acetylation (N-term);Acetylation (K);Oxidation (M);Carboxylation (DKW)
C1G3T6,Carbamidomethylation
C1GLV8,Carboxylation (DKW)
C1G371,Pyro-glu from Q;Deamidation (NQ);Methylation(KR)
C1GAG3,Sodium adduct;Methylation(KR)
"C1G1F2,""Propionamide (K, X@N-term)"""
A0A0A0HVP8,Deamidation (NQ);Carboxylation (E);Methylation(KR)
C1G4C0,Oxidation (M)
C1G810,Deamidation (R);Carbamidomethylation
C1G411,Carboxylation (DKW);Phosphorylation (STY)
C1GKQ6,Carbamidomethylation;Oxidation (M)
C1G8H6,Carboxylation (E)
C1G810,Carbamidomethylation;Proline oxidation to pyroglutamic acid;Methylation(KR)
"C1G1T5,""Propionamide (K, X@N-term)"""
C1G2J3,Acetylation (Protein N-term);Hexose (NSY);Deamidation (NQ);Methylation(KR)
C1GHV2,Dehydration
C1G0S4,Carbamidomethylation
C1GG76,Phosphorylation (STY);Carboxylation (DKW)
C1FZ57,Carboxylation (DKW);Methylation(KR)
C1G283,Oxidation (M)
A0A0A0HW80,Deamidation (NQ)
C1GBJ2,Pyro-glu from Q
C1G064,Carboxylation (DKW);Carbamidomethylation;Acetylation (K);Phosphorylation (STY)
C1G065,Biotinylation
C1GMU5,Pyro-glu from Q;Oxidation (M)
C1G2W2,Carbamidomethylation
C1G283,Methylation(KR);Acetylation (K);Phosphorylation (STY)
C1GLM2,Dehydration;Methylation(KR)
C1GM03,Amidation
A0A0A0HWS3,Phosphorylation (STY);Methylation(KR);Dehydration
C1G5M9,Carbamidomethylation
C1G3T6,Propargylamine
C1G3T6,Deamidation (NQ);Formylation;Acetylation (K);Methylation(KR);Phosphorylation (STY)
C1GJS2,Phosphorylation (STY);Sodium adduct;Dehydration
C1GDK2,Lipoyl
C1GEC6,Oxidation (M)
C1FYW9,Carboxymethyl
C1GDK2,Sulfation
C1G8H6,Phosphorylation (STY);Deamidation (NQ)
C1G1F2,Deamidation (NQ);Phosphorylation (STY);Acetylation (K);Methylation(KR);Guanidination
C1G1T5,Deamidation (NQ);Acetylation (K);Methylation(KR);Amidation;Dimethylation(KR);Phosphorylation (STY)
"C1GLV8,""Carboxymethyl (KW, X@N-term)"""
C1GDK4,Acetylation (N-term)
C1GEX7,Michael addition with methylamine
A0A0A0HV62,Amidination of lysines or N-terminal amines with methyl acetimidate;Carbamidomethylation
C1GGQ7,Carbamidomethylation
C1GAW6,Carbamidomethylation;Lysine oxidation to aminoadipic semialdehyde;Deamidation (NQ);Sodium adduct;Dehydration
C1GBX5,Carbamidomethylation
C1GMC5,Oxidation (M)
C1GB65,Dethiomethyl
C1GHE4,Ubiquitin
C1GL21,Oxidation (M)
C1G9X9,Proline oxidation to pyroglutamic acid
C1G810,Sulfation
C1GKC9,Amidination of lysines or N-terminal amines with methyl acetimidate
C1G0D4,Monoglutamyl
C1G064,Dimethylation(KR)
C1GN78,Acetylation (N-term)
C1G7K8,Oxidation (M);Carbamidomethylation
C1GE86,Dehydration;Oxidation (M)
C1G3Y8,Acetylation (Protein N-term);Carboxylation (E);Methylation(KR);Phosphorylation (STY)
C1GGQ1,Acetylation (Protein N-term)
C1GA13,Phosphorylation (STY);Deamidation (NQ);Acetylation (K);Dehydration
C1GN84,Carbamylation
A0A0A0HT22,Pyro-glu from E
C1GAQ4,Carbamidomethylation
C1GAG4,Carbamidomethylation;Methylation(KR);Dimethylation(KR);Sodium adduct
C1GDA8,Carboxymethyl
C1G810,Oxidation (M);Deamidation (NQ);Methylation(KR);Phosphorylation (STY)
C1G989,Methylation(others)
C1G1J4,Oxidation (M)
C1G391,Deamidation (NQ);Carbamidomethylation;Methylation(KR)
C1GB47,Dehydration
C1G5V6,Deamidation (NQ);Acetylation (K);Methylation(KR);Dimethylation(KR);Phosphorylation (STY);Sodium adduct;Biotinylation
C1G3L4,Carbamidomethylation
C1G3T6,Acetylation (K)
C1G1F2,Sodium adduct;Carbamidomethylation
C1GCI0,Thiophosphorylation
C1G2J3,Acetylation (N-term);Deamidation (NQ);Methylation(KR);Carboxylation (DKW);Sodium adduct
C1GAT8,Dimethylation(KR)
C1GEM8,2-amino-3-oxo-butanoic_acid
C1G064,Acetylation (N-term);Acetylation (K);Methylation(KR);Dihydroxy;Deamidation (NQ);Phosphorylation (STY);Oxidation (M);Dehydration
C1G7C1,Carbamidomethylation;Oxidation (M)
C1GLI2,Carbamylation;Oxidation (M)
C1G9P8,Thiophosphorylation
C1GIX7,Formylation;Phosphorylation (STY)
C1GB65,2-amino-3-oxo-butanoic_acid
C1G0D4,Tyrosine oxidation to 2-aminotyrosine
C1G0X4,Dethiomethyl
C1GIE3,Carbamidomethylation
C1GAM9,Carboxylation (DKW)
C1GHE4,Oxidation (M)
C1GG76,Oxidation (M);Methylation(KR)
C1G7L4,Oxidation (M);Dehydration
C1G5F6,Carbamylation;Carbamidomethylation;Methylation(KR);Deamidation (NQ)
C1GLX8,Carbamylation;Carbamidomethylation;Methylation(KR);Phosphorylation (STY)
C1G0E5,Sulfation;Phosphorylation (STY)
A0A0A0HQN9,Methylation(others)
C1GEN5,Dihydroxy
C1G0E5,Acetylation (K);Deamidation (NQ);Methylation(KR)
C1FYR6,Phosphorylation (STY);Hexose (NSY)
C1GHE4,Methylation(KR)
C1G1T5,Biotinylation
C1GJS2,Amidation
C1G7L4,Methylation(KR)
C1GHV2,Carboxylation (DKW);Methylation(KR)
C1G2V1,Oxidation (HW);Methylation(KR)
C1GMI6,Sodium adduct;Methylation(KR)
C1G391,2-amino-3-oxo-butanoic_acid;Carbamidomethylation
C1G3T6,Acetylation (Protein N-term)
C1FYM2,2-amino-3-oxo-butanoic_acid
A0A0A0HWY2,Deamidation (R)
C1GEM8,Sodium adduct
C1GN52,Carbamylation;Phosphorylation (STY)
C1GB13,Methylation(others)
A0A0A0HWY2,Amidation
C1G9X3,Methylation(others)
C1G970,Deamidation (NQ)
C1GAM1,Carbamidomethylation
C1GB65,Sodium adduct
C1G233,Oxidation (M)
C1GLA5,Replacement of proton by lithium
C1GJS2,Lysine oxidation to aminoadipic semialdehyde
C1GBJ2,Michael addition with methylamine
C1G0D4,Deamidation (NQ);Acetylation (K);Methylation(KR);Oxidation (HW);Phosphorylation (STY);Formylation;Carbamidomethylation
C1G002,Biotinylation;Deamidation (NQ)
C1GMS3,Carbamidomethylation
C1G0D4,Acetylation (N-term);Sulfation;Methylation(KR);Deamidation (NQ);Oxidation (M);Carbamidomethylation;Sodium adduct;Dihydroxy
C1FYR1,Methylation(KR)
C1G7P8,Oxidation (M)
C1G413,Carboxylation (E)
C1GBZ4,Acetylation (Protein N-term);Deamidation (NQ);Methylation(KR)
A0A0A0HT80,Dihydroxy
C1GB49,Formylation
C1GCT8,Tryptophan oxidation to oxolactone
A0A0A0HWY2,Lysine oxidation to aminoadipic semialdehyde
C1GCT8,Carbamidomethylation;Methylation(KR);Deamidation (NQ);Methylation(others);Oxidation (M);Dehydration
C1FYJ9,Carbamidomethylation
C1GCX5,Acetylation (N-term);Deamidation (NQ);Methylation(KR)
C1FYJ7,Carbamylation;Methylation(KR)
C1GFG5,Pyro-glu from E
C1GJ83,Oxidation (M)
C1GAG4,Dimethylation(KR)
C1G3L4,Acetylation (K)
C1G821,Dimethylation(KR)
A0A0A0HT22,Oxidation (M)
C1G820,Acetylation (K)
C1G9X3,Biotinylation
C1GHS5,Methylation(others)
A0A0A0HVT2,Acetylation (Protein N-term)
C1GBM4,Carboxylation (DKW)
C1G820,Deamidation (NQ);Methylation(KR)
C1GB47,Carbamylation;Acetylation (K)
C1G064,Oxidation (HW);Methylation(KR)
C1G0U1,Oxidation (M)
C1G6V7,Carbamidomethylation
A0A0A0HT22,Methylation(KR);Formylation
C1G283,Acetylation (N-term);Carbamylation;Oxidation (M);Dehydration
C1G0X4,Sodium adduct
C1GKC9,Oxidation (M);Acetylation (K);Sodium adduct;Phosphorylation (STY)
C1FYW9,Replacement of proton by lithium
C1FYR6,Carboxylation (DKW)
C1GBZ4,Deoxy
C1G3C4,Oxidation (M);Carbamidomethylation
A0A0A0HVP8,Sulfation;Phosphorylation (STY)
C1G712,Amidination of lysines or N-terminal amines with methyl acetimidate
A0A0A0HWS3,Oxidation (M);Formylation
A0A0A0HT57,Methylation(KR);Carbamidomethylation;Dehydration
C1GHS5,Formylation;Phosphorylation (STY)
C1GA20,Oxidation (M)
C1GMI6,Acetylation (N-term);Methylation(KR);Deamidation (NQ);Phosphorylation (STY);Carbamidomethylation;Sodium adduct;Dihydroxy;Biotinylation
"C1G0D4,""Propionamide (K, X@N-term)"""
C1G712,Michael addition with methylamine
C1G3T9,Amidination of lysines or N-terminal amines with methyl acetimidate
C1GBM4,O-Isopropylmethylphosphonylation
A0A0A0HV62,N-Succinimidyl-2-morpholine acetate
C1G2J3,Methylation(others)
A0A0A0HWS3,Methylation(KR);Phosphorylation (STY)
C1GA20,Methylation(KR);Phosphorylation (STY);Dehydration
C1G2V1,Sulfation
C1G3Y8,Arginine replacement by Nitropyrimidyl ornithine
C1GFG5,Sulfation
C1GB65,Phosphorylation (STY)
C1GGI0,Oxidation (M);Carbamidomethylation
C1GK99,Amidination of lysines or N-terminal amines with methyl acetimidate
C1G9P6,Formylation
A0A0A0HV62,Carbamylation;Deamidation (NQ);Acetylation (K);Methylation(KR);Phosphorylation (STY)
C1GLM4,Acetylation (N-term);Phosphorylation (STY)
C1FYR6,Deamidation (NQ);Sodium adduct;Amidation;Dehydration
C1GM00,Lysine oxidation to aminoadipic semialdehyde;Carbamidomethylation
C1GKG3,Pyro-glu from Q
C1GEX7,Oxidation (M)
C1FYW9,Dehydration;Deamidation (NQ);Methylation(KR)
